epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/custom_mean_bbox_IoU,metrics/custom_mean_bbox_Dice,metrics/custom_cls_accuracy/abnormality,metrics/custom_cls_precision/abnormality,metrics/custom_cls_recall/abnormality,metrics/custom_cls_f1/abnormality,metrics/custom_cls_auroc/abnormality,metrics/custom_cls_accuracy/text,metrics/custom_cls_precision/text,metrics/custom_cls_recall/text,metrics/custom_cls_f1/text,metrics/custom_cls_auroc/text,val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,389.148,1.93121,1.63291,0.02373,0.71359,0.41169,0.4085,0.21432,0.73548,0.84334,0.58861,0.88462,0.01742,0.03418,0.52494,0.46835,0,0,0,0.65085,1.97527,1.68361,0.02919,0.00137082,0.00137082,0.00137082
41,399.676,1.96949,1.70857,0.02434,0.73262,0.41441,0.46013,0.25266,0.73745,0.84459,0.58845,0.88462,0.017,0.03336,0.52925,0.46835,0,0,0,0.65717,1.85081,1.58077,0.029,0.00136785,0.00136785,0.00136785
42,410.474,1.88907,1.66158,0.02344,0.81673,0.36994,0.43639,0.21211,0.73856,0.84535,0.58981,0.90323,0.0202,0.03952,0.5338,0.46835,0,0,0,0.6631,1.93951,1.67143,0.03127,0.0013648,0.0013648,0.0013648
43,419.195,1.83551,1.62477,0.02234,0.74369,0.36994,0.40847,0.2412,0.74025,0.84645,0.59229,0.88636,0.02748,0.05332,0.53798,0.46835,0,0,0,0.66782,1.7989,1.61437,0.02584,0.00136168,0.00136168,0.00136168
44,428.677,1.86978,1.65513,0.02388,0.70377,0.3542,0.37595,0.17244,0.74042,0.84658,0.59407,0.87273,0.03306,0.0637,0.54024,0.46835,0,0,0,0.66979,2.18472,1.81648,0.03921,0.00135849,0.00135849,0.00135849
45,437.357,1.88775,1.55883,0.02347,0.73291,0.41968,0.4124,0.21494,0.74113,0.84704,0.59691,0.87143,0.04108,0.07846,0.54294,0.46835,0,0,0,0.6733,2.03928,1.67034,0.03841,0.00135523,0.00135523,0.00135523
46,445.961,1.81328,1.57507,0.02249,0.67207,0.44144,0.42792,0.168,0.74168,0.84745,0.59934,0.8875,0.04677,0.08886,0.54658,0.46835,0,0,0,0.67544,2.30361,1.83822,0.03993,0.0013519,0.0013519,0.0013519
47,454.44,1.76246,1.55837,0.02159,0.71649,0.44144,0.42132,0.23971,0.74339,0.84853,0.60221,0.88542,0.0548,0.10322,0.54984,0.46835,0,0,0,0.67866,1.81271,1.55573,0.03046,0.00134851,0.00134851,0.00134851
48,462.989,1.80674,1.51192,0.02197,0.73495,0.41179,0.43007,0.23627,0.74495,0.84956,0.60759,0.89344,0.06881,0.12778,0.55296,0.46835,0,0,0,0.68398,1.85569,1.6377,0.03058,0.00134504,0.00134504,0.00134504
49,472.056,1.80955,1.52575,0.02387,0.64731,0.44261,0.41133,0.21736,0.74557,0.84998,0.61147,0.8951,0.07916,0.14545,0.55667,0.46835,0,0,0,0.68934,1.97491,1.66887,0.03512,0.0013415,0.0013415,0.0013415
50,481.811,1.75896,1.5182,0.02162,0.56289,0.49055,0.46012,0.22802,0.74668,0.85072,0.61443,0.89441,0.08727,0.15903,0.5594,0.46835,0,0,0,0.69512,1.79088,1.71742,0.02987,0.0013379,0.0013379,0.0013379
51,490.893,1.82055,1.53641,0.02163,0.77941,0.30659,0.41317,0.2257,0.7482,0.85169,0.61926,0.8984,0.09982,0.17968,0.56299,0.46835,0,0,0,0.70008,1.59772,1.8907,0.02306,0.00133423,0.00133423,0.00133423
52,500.269,1.79025,1.52223,0.02134,0.79033,0.43528,0.46529,0.2336,0.749,0.85222,0.62317,0.9,0.11014,0.19626,0.56609,0.46835,0,0,0,0.70114,1.93133,1.67944,0.03107,0.0013305,0.0013305,0.0013305
53,509.033,1.85239,1.47267,0.02242,0.75185,0.42725,0.42545,0.259,0.75058,0.85321,0.62694,0.89451,0.12121,0.21349,0.56908,0.46835,0,0,0,0.70403,1.56648,1.78982,0.0224,0.00132669,0.00132669,0.00132669
54,518.898,1.80475,1.5557,0.02203,0.66568,0.41498,0.40431,0.16784,0.75074,0.85334,0.62822,0.892,0.12514,0.21949,0.57164,0.46835,0,0,0,0.7021,2.20589,1.80838,0.03852,0.00132282,0.00132282,0.00132282
55,528.179,1.88935,1.5215,0.02244,0.72936,0.39271,0.41405,0.15257,0.75049,0.85321,0.63038,0.89139,0.13113,0.22863,0.57439,0.46835,0,0,0,0.70309,2.29929,1.91736,0.04443,0.00131888,0.00131888,0.00131888
56,538.218,1.83476,1.56891,0.02314,0.77277,0.43106,0.45298,0.21399,0.75086,0.85347,0.63449,0.8942,0.14177,0.24475,0.57636,0.46835,0,0,0,0.7048,2.02741,1.76834,0.03813,0.00131488,0.00131488,0.00131488
57,548.447,1.79133,1.53223,0.0228,0.7706,0.46174,0.45948,0.25568,0.75168,0.85402,0.63802,0.89097,0.15205,0.25976,0.57924,0.4688,1,0.00084,0.00167,0.70815,1.83237,1.72833,0.0298,0.00131082,0.00131082,0.00131082
58,558.133,1.79583,1.50445,0.02268,0.46742,0.4957,0.45706,0.24405,0.75258,0.8546,0.6399,0.89286,0.15674,0.26667,0.58255,0.46945,1,0.00205,0.0041,0.71167,1.85063,1.45427,0.03214,0.00130668,0.00130668,0.00130668
59,567.548,1.83236,1.50788,0.02171,0.37243,0.44452,0.42676,0.25303,0.75347,0.85514,0.64106,0.89595,0.15922,0.27039,0.58571,0.46943,1,0.00202,0.00403,0.7132,1.81745,1.46666,0.02988,0.00130249,0.00130249,0.00130249
60,576.717,1.67877,1.43494,0.02014,0.76859,0.44623,0.44988,0.29573,0.75466,0.85589,0.64409,0.89702,0.16717,0.28182,0.58933,0.46941,1,0.00198,0.00396,0.71677,1.56683,1.45644,0.02298,0.00129823,0.00129823,0.00129823
61,588.638,1.70283,1.42132,0.01982,0.79206,0.44201,0.47096,0.27436,0.75589,0.85666,0.64744,0.89848,0.17586,0.29414,0.59285,0.46939,1,0.00195,0.0039,0.72035,1.61667,1.5515,0.02189,0.00129391,0.00129391,0.00129391
62,598.661,1.742,1.43292,0.02024,0.69974,0.47018,0.43547,0.24048,0.75672,0.85721,0.65047,0.89952,0.18377,0.30519,0.59615,0.46938,1,0.00192,0.00383,0.7244,1.73356,1.6047,0.02686,0.00128952,0.00128952,0.00128952
63,608.319,1.70937,1.43877,0.02072,0.65477,0.47383,0.43914,0.23488,0.75735,0.85762,0.6512,0.90164,0.18519,0.30726,0.59913,0.46936,1,0.00189,0.00377,0.72801,1.82951,1.50179,0.02992,0.00128507,0.00128507,0.00128507
64,618.065,1.73054,1.43342,0.02117,0.70414,0.42342,0.45922,0.27181,0.75827,0.85822,0.65111,0.90278,0.18466,0.3066,0.60201,0.46934,1,0.00186,0.00371,0.73156,1.68741,1.40886,0.02734,0.00128057,0.00128057,0.00128057
65,627.308,1.76539,1.41971,0.02013,0.5495,0.5087,0.46633,0.3,0.75934,0.85889,0.65122,0.90411,0.18462,0.30662,0.60494,0.46933,1,0.00183,0.00366,0.73474,1.49644,1.33988,0.02169,0.00127599,0.00127599,0.00127599
66,638.342,1.71564,1.36151,0.01945,0.44549,0.53051,0.45338,0.28662,0.76052,0.85961,0.65305,0.90728,0.18871,0.31243,0.60781,0.46931,1,0.0018,0.0036,0.73725,1.42102,1.46594,0.01931,0.00127136,0.00127136,0.00127136
67,647.663,1.71279,1.42102,0.02163,0.45611,0.5215,0.4561,0.23961,0.76098,0.85991,0.65502,0.90698,0.19403,0.31967,0.61031,0.4693,1,0.00178,0.00355,0.73963,1.71091,1.59877,0.02742,0.00126667,0.00126667,0.00126667
68,656.338,1.69427,1.37224,0.02052,0.46209,0.53916,0.46326,0.26115,0.76174,0.8604,0.65748,0.90726,0.20053,0.32847,0.61192,0.46929,1,0.00175,0.0035,0.74172,1.61537,1.68537,0.0252,0.00126192,0.00126192,0.00126192
69,665.519,1.6929,1.37005,0.02019,0.76734,0.37867,0.47305,0.2924,0.76252,0.86088,0.66006,0.90769,0.20729,0.3375,0.61366,0.46927,1,0.00173,0.00344,0.74472,1.55398,1.5754,0.02019,0.00125711,0.00125711,0.00125711
70,674.437,1.71749,1.39392,0.02199,0.44079,0.50933,0.48528,0.2611,0.76323,0.86134,0.66166,0.90724,0.21169,0.34328,0.6166,0.46926,1,0.0017,0.0034,0.74836,1.63756,1.62862,0.02531,0.00125224,0.00125224,0.00125224
71,683.123,1.65587,1.35815,0.01924,0.42529,0.54037,0.4983,0.27028,0.76365,0.86161,0.66304,0.90958,0.21468,0.34738,0.61938,0.46942,1,0.00201,0.00402,0.75139,1.76425,1.52381,0.02707,0.00124731,0.00124731,0.00124731
72,691.804,1.69242,1.32755,0.02036,0.49029,0.55668,0.50354,0.22322,0.76362,0.86162,0.66438,0.91037,0.21801,0.35178,0.62239,0.46941,1,0.00198,0.00396,0.75392,2.09602,1.55341,0.03675,0.00124233,0.00124233,0.00124233
73,700.478,1.67852,1.3479,0.0203,0.44037,0.5353,0.48481,0.27547,0.76403,0.8619,0.66464,0.91161,0.21835,0.35231,0.62471,0.46939,1,0.00196,0.00391,0.75552,1.72321,1.37019,0.0253,0.00123728,0.00123728,0.00123728
